shot_id,scene_id,camera,whitebox_path,exists
MSB001,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB001.png,true
MSB002,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB002.png,true
MSB003,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB003.png,true
MSB004,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB004.png,true
MSB005,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB005.png,true
MSB006,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB006.png,true
MSB007,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB007.png,true
MSB008,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB008.png,true
MSB009,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB009.png,true
MSB010,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB010.png,true
MSB011,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB011.png,true
MSB012,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB012.png,true
MSB013,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB013.png,true
MSB014,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB014.png,true
MSB015,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB015.png,true
MSB016,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB016.png,true
MSB017,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB017.png,true
MSB018,SCN_COMPOUND,CAM_COMPOUND_02_BROTHERS_APPROACH,media/01_AIGC/whitebox_renders_v2/B01/WB2_COMPOUND_MSB018.png,true
