shot_id,scene_id,camera,whitebox_path,exists
MSB019,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB019.png,true
MSB020,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB020.png,true
MSB021,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB021.png,true
MSB022,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB022.png,true
MSB023,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB023.png,true
MSB024,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB024.png,true
MSB025,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB025.png,true
MSB026,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB026.png,true
MSB027,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB027.png,true
MSB028,SCN_ARCADE,CAM_ARCADE_01_ENTRANCE_WIDE,media/01_AIGC/whitebox_renders_v2/B01/WB2_ARCADE_MSB028.png,true
MSB029,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB029.png,true
MSB030,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB030.png,true
MSB031,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB031.png,true
MSB032,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB032.png,true
MSB033,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB033.png,true
MSB034,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB034.png,true
MSB035,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB035.png,true
MSB036,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB036.png,true
MSB037,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB037.png,true
MSB038,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB038.png,true
MSB039,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB039.png,true
MSB040,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB040.png,true
MSB041,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB041.png,true
MSB042,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB042.png,true
MSB043,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB043.png,true
MSB044,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB044.png,true
MSB045,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB045.png,true
MSB046,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB046.png,true
MSB047,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB047.png,true
MSB048,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB048.png,true
MSB049,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB049.png,true
MSB050,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB050.png,true
MSB051,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB051.png,true
MSB052,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB052.png,true
MSB053,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB053.png,true
MSB054,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB054.png,true
MSB055,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB055.png,true
MSB056,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB056.png,true
MSB057,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,media/01_AIGC/whitebox_renders_v2/B02/WB2_ARCADE_MSB057.png,true
